activity_key,report_month,customer_id,product_id,region_id,revenue,transactions,active_flag,retained_flag,expansion_revenue,churn_revenue,customer_key,product_key,region_key
16792,2025-02,CUST00322,PROD020,R01,1504,16,1,1,191.98,35.45,322,20,1
16793,2025-02,CUST00155,PROD008,R05,5306,20,0,1,996.49,223.42,155,8,5
16794,2025-02,CUST02996,PROD016,R08,5790,14,1,1,327.25,139.44,2996,16,8
16795,2025-02,CUST03412,PROD021,R12,1485,11,1,1,121.42,40.46,3412,21,12
16796,2025-02,CUST01580,PROD001,R01,7410,10,1,1,1166.78,297.47,1580,1,1
16797,2025-02,CUST02906,PROD016,R02,8911,14,1,1,1147.65,154.09,2906,16,2
16798,2025-02,CUST01902,PROD014,R01,1521,6,1,1,26.26,43.72,1902,14,1
16799,2025-02,CUST03428,PROD002,R07,5991,23,1,1,608.91,92.17,3428,2,7
16800,2025-02,CUST02339,PROD003,R03,4786,4,1,1,846.43,72.78,2339,3,3
16801,2025-02,CUST02208,PROD002,R12,23700,21,1,1,796.78,465.21,2208,2,12
16802,2025-02,CUST01469,PROD009,R07,17998,17,1,1,2437.29,181.75,1469,9,7
16803,2025-02,CUST03092,PROD021,R11,5590,4,1,1,674.75,100.61,3092,21,11
16804,2025-02,CUST00068,PROD012,R05,7998,9,1,1,898.7,133.01,68,12,5
16805,2025-02,CUST04678,PROD023,R09,551,23,1,1,103.71,21.04,4678,23,9
16806,2025-02,CUST01200,PROD014,R03,3164,22,1,1,109.57,128.94,1200,14,3
16807,2025-02,CUST00774,PROD024,R05,1699,15,1,1,291.41,80.3,774,24,5
16808,2025-02,CUST03523,PROD022,R04,11424,8,1,1,762.84,566.28,3523,22,4
16809,2025-02,CUST03284,PROD025,R05,1492,14,0,1,91.93,10.56,3284,25,5
16810,2025-02,CUST00396,PROD008,R10,6543,5,1,1,973.88,308.3,396,8,10
16811,2025-02,CUST02250,PROD005,R09,2497,8,1,1,356.6,117.65,2250,5,9
16812,2025-02,CUST04920,PROD024,R02,22844,1,1,1,1305.46,959.43,4920,24,2
16813,2025-02,CUST03192,PROD012,R06,4137,19,1,1,700.17,35.57,3192,12,6
16814,2025-02,CUST00045,PROD008,R10,1325,8,1,1,151.91,11.28,45,8,10
16815,2025-02,CUST01090,PROD011,R08,2088,8,1,0,304.66,44.6,1090,11,8
16816,2025-02,CUST01320,PROD007,R11,1190,10,1,0,22.64,3.81,1320,7,11
16817,2025-02,CUST01095,PROD001,R09,7218,2,1,1,829.53,157.36,1095,1,9
16818,2025-02,CUST01179,PROD006,R10,1679,7,1,1,186.44,22.85,1179,6,10
16819,2025-02,CUST01531,PROD013,R08,17738,4,1,1,3505.47,518.63,1531,13,8
16820,2025-02,CUST00545,PROD017,R06,1706,5,1,1,78.27,13.81,545,17,6
16821,2025-02,CUST04972,PROD017,R07,2646,22,1,1,402.88,92.01,4972,17,7
16822,2025-02,CUST04703,PROD023,R03,958,1,1,1,178.25,37.4,4703,23,3
16823,2025-02,CUST03626,PROD020,R12,878,3,1,1,112.88,6.44,3626,20,12
16824,2025-02,CUST01380,PROD005,R12,15548,5,1,1,2404.93,370.89,1380,5,12
16825,2025-02,CUST02623,PROD018,R10,8068,13,1,1,1552.15,250.12,2623,18,10
16826,2025-02,CUST04942,PROD010,R06,8063,6,1,1,635.51,103.79,4942,10,6
16827,2025-02,CUST04898,PROD015,R11,2285,8,0,1,1.76,68.66,4898,15,11
16828,2025-02,CUST02303,PROD015,R11,4439,16,1,1,795.53,52.99,2303,15,11
16829,2025-02,CUST00009,PROD007,R07,3612,3,1,1,642.1,30.49,9,7,7
16830,2025-02,CUST00302,PROD008,R04,2124,21,1,1,299.7,15.89,302,8,4
16831,2025-02,CUST02917,PROD001,R06,2528,19,1,0,261.06,33.1,2917,1,6
16832,2025-02,CUST03345,PROD017,R12,1496,12,1,1,163.79,15.14,3345,17,12
16833,2025-02,CUST02336,PROD018,R04,316,18,1,1,27.98,7.38,2336,18,4
16834,2025-02,CUST01416,PROD005,R03,5789,3,1,1,1071.94,96.19,1416,5,3
16835,2025-02,CUST01318,PROD019,R02,2628,21,1,1,501.16,1.09,1318,19,2
16836,2025-02,CUST00974,PROD018,R03,2370,24,1,1,222.92,18.64,974,18,3
16837,2025-02,CUST00222,PROD004,R05,15776,21,1,1,2107.76,94.47,222,4,5
16838,2025-02,CUST01039,PROD011,R10,9329,11,1,1,463.14,184.76,1039,11,10
16839,2025-02,CUST01752,PROD010,R09,10130,20,1,1,1777.66,471.18,1752,10,9
16840,2025-02,CUST03025,PROD009,R01,3867,5,1,1,465.62,124.82,3025,9,1
16841,2025-02,CUST03605,PROD008,R02,24853,14,1,1,4411.2,229.54,3605,8,2
16842,2025-02,CUST00331,PROD018,R05,3798,3,1,1,727.24,36.84,331,18,5
16843,2025-02,CUST01641,PROD009,R02,825,24,1,1,127.56,14.02,1641,9,2
16844,2025-02,CUST04245,PROD006,R10,9184,4,1,1,1393.55,244.18,4245,6,10
16845,2025-02,CUST01389,PROD021,R07,6954,2,1,1,635.27,18.39,1389,21,7
16846,2025-02,CUST00718,PROD011,R11,2160,7,1,1,149.11,27.74,718,11,11
16847,2025-02,CUST02271,PROD022,R02,5298,14,1,1,902.28,115.73,2271,22,2
16848,2025-02,CUST00674,PROD015,R09,2823,23,1,1,68.8,6.46,674,15,9
16849,2025-02,CUST02006,PROD004,R05,2750,4,1,1,136.86,52.64,2006,4,5
16850,2025-02,CUST03207,PROD025,R06,2603,15,1,1,432.6,100.09,3207,25,6
16851,2025-02,CUST02845,PROD002,R12,650,3,0,1,37.82,0.31,2845,2,12
16852,2025-02,CUST03531,PROD020,R08,5321,6,1,1,275.45,14.94,3531,20,8
16853,2025-02,CUST04025,PROD017,R05,4997,5,1,1,241.07,51.75,4025,17,5
16854,2025-02,CUST03840,PROD016,R07,1265,22,0,1,247.06,56.22,3840,16,7
16855,2025-02,CUST02040,PROD006,R10,19619,22,1,1,1523.99,125.5,2040,6,10
16856,2025-02,CUST04283,PROD012,R02,5535,18,1,1,326.4,108.46,4283,12,2
16857,2025-02,CUST03336,PROD016,R06,5843,7,1,1,673.24,133.46,3336,16,6
16858,2025-02,CUST01652,PROD022,R04,854,14,1,1,146.75,6.0,1652,22,4
16859,2025-02,CUST02174,PROD019,R12,4563,22,1,1,47.92,41.55,2174,19,12
16860,2025-02,CUST01377,PROD011,R01,2632,5,1,1,156.91,67.21,1377,11,1
16861,2025-02,CUST00978,PROD003,R02,21543,24,1,1,893.45,635.55,978,3,2
16862,2025-02,CUST04400,PROD011,R04,506,19,1,1,4.43,12.6,4400,11,4
16863,2025-02,CUST04094,PROD016,R02,4790,22,1,1,369.82,116.08,4094,16,2
16864,2025-02,CUST04955,PROD025,R04,7613,6,1,1,391.49,34.37,4955,25,4
16865,2025-02,CUST01201,PROD012,R03,6884,20,1,0,349.79,157.77,1201,12,3
16866,2025-02,CUST04124,PROD024,R03,2719,19,1,1,283.79,49.78,4124,24,3
16867,2025-02,CUST02684,PROD015,R08,1983,1,1,1,215.75,62.72,2684,15,8
16868,2025-02,CUST00043,PROD007,R04,8080,1,1,1,1450.12,73.07,43,7,4
16869,2025-02,CUST02771,PROD005,R07,20167,10,1,1,3946.78,882.97,2771,5,7
16870,2025-02,CUST01412,PROD017,R05,4442,20,1,1,887.61,113.24,1412,17,5
16871,2025-02,CUST02785,PROD008,R12,2923,19,1,1,209.98,59.38,2785,8,12
16872,2025-02,CUST03698,PROD007,R08,2179,10,1,1,354.51,16.65,3698,7,8
16873,2025-02,CUST02775,PROD009,R05,10753,9,1,1,1129.86,198.06,2775,9,5
16874,2025-02,CUST01834,PROD008,R05,22116,18,1,1,4135.49,29.12,1834,8,5
16875,2025-02,CUST02376,PROD012,R07,1207,18,1,0,213.88,51.88,2376,12,7
16876,2025-02,CUST01119,PROD020,R10,1631,15,1,1,91.14,32.58,1119,20,10
16877,2025-02,CUST03726,PROD019,R03,3858,2,1,1,656.31,35.41,3726,19,3
16878,2025-02,CUST02004,PROD008,R04,2649,3,1,1,136.65,96.43,2004,8,4
16879,2025-02,CUST02727,PROD018,R03,7259,4,1,1,1012.09,272.16,2727,18,3
16880,2025-02,CUST03823,PROD018,R07,1629,4,1,1,74.45,67.0,3823,18,7
16881,2025-02,CUST04590,PROD011,R08,6338,18,1,1,539.28,257.62,4590,11,8
16882,2025-02,CUST00039,PROD004,R10,2865,8,1,1,566.86,49.61,39,4,10
16883,2025-02,CUST04503,PROD009,R04,2431,15,1,1,140.42,107.51,4503,9,4
16884,2025-02,CUST04168,PROD024,R05,1064,15,1,1,9.62,38.1,4168,24,5
16885,2025-02,CUST04743,PROD004,R04,15673,16,1,1,323.85,391.34,4743,4,4
16886,2025-02,CUST04160,PROD007,R03,695,22,1,1,48.14,1.79,4160,7,3
16887,2025-02,CUST00860,PROD005,R05,5358,15,1,1,151.04,156.25,860,5,5
16888,2025-02,CUST03478,PROD006,R08,1985,11,1,1,366.13,62.83,3478,6,8
16889,2025-02,CUST00849,PROD001,R04,6072,12,1,1,595.9,288.64,849,1,4
16890,2025-02,CUST01076,PROD007,R08,2661,17,1,1,42.08,115.98,1076,7,8
16891,2025-02,CUST01838,PROD015,R12,10385,13,1,0,1149.97,326.81,1838,15,12
16892,2025-02,CUST01920,PROD015,R02,2790,1,1,1,47.19,96.93,1920,15,2
16893,2025-02,CUST03183,PROD024,R03,632,22,1,0,29.54,22.49,3183,24,3
16894,2025-02,CUST02007,PROD018,R11,8283,23,1,1,1153.86,336.09,2007,18,11
16895,2025-02,CUST01817,PROD013,R07,1912,3,1,1,0.46,28.3,1817,13,7
16896,2025-02,CUST02356,PROD011,R09,1720,18,1,1,340.55,34.28,2356,11,9
16897,2025-02,CUST02325,PROD022,R08,2256,22,1,1,208.98,87.79,2325,22,8
16898,2025-02,CUST03122,PROD024,R11,2434,4,1,1,65.07,15.06,3122,24,11
16899,2025-02,CUST00671,PROD018,R04,2092,9,1,1,379.93,101.55,671,18,4
16900,2025-02,CUST01011,PROD022,R08,1858,1,1,1,39.27,48.26,1011,22,8
16901,2025-02,CUST00426,PROD021,R08,22259,21,1,1,3796.42,266.51,426,21,8
16902,2025-02,CUST02547,PROD020,R08,16352,23,1,0,1662.47,516.75,2547,20,8
16903,2025-02,CUST03990,PROD018,R07,1656,4,1,1,141.0,22.06,3990,18,7
16904,2025-02,CUST02794,PROD014,R09,11198,14,1,1,28.16,421.56,2794,14,9
16905,2025-02,CUST03805,PROD023,R07,24029,13,1,1,399.41,375.65,3805,23,7
16906,2025-02,CUST02046,PROD017,R04,20416,10,1,0,800.59,412.25,2046,17,4
16907,2025-02,CUST01374,PROD007,R01,2161,17,1,1,168.38,72.67,1374,7,1
16908,2025-02,CUST01100,PROD002,R09,8351,19,1,1,744.81,269.65,1100,2,9
16909,2025-02,CUST00101,PROD021,R11,4908,24,1,1,555.55,236.44,101,21,11
16910,2025-02,CUST01300,PROD011,R11,14082,12,1,1,600.64,162.57,1300,11,11
16911,2025-02,CUST02168,PROD008,R10,1831,6,1,1,143.75,39.44,2168,8,10
16912,2025-02,CUST03214,PROD016,R07,7371,17,1,1,1252.87,245.19,3214,16,7
16913,2025-02,CUST00168,PROD025,R03,6876,1,1,1,750.39,239.71,168,25,3
16914,2025-02,CUST02195,PROD023,R06,6282,21,1,1,835.22,186.63,2195,23,6
16915,2025-02,CUST02846,PROD001,R08,2658,11,1,1,495.71,80.26,2846,1,8
16916,2025-02,CUST04131,PROD024,R04,2190,16,1,1,221.99,87.0,4131,24,4
16917,2025-02,CUST04525,PROD006,R04,1677,12,1,1,49.05,39.43,4525,6,4
16918,2025-02,CUST01858,PROD014,R01,644,11,1,1,114.93,14.82,1858,14,1
16919,2025-02,CUST03648,PROD024,R01,1288,2,0,1,156.57,42.11,3648,24,1
16920,2025-02,CUST03928,PROD007,R09,2810,15,1,0,356.19,67.05,3928,7,9
16921,2025-02,CUST00706,PROD017,R10,1444,6,1,1,188.87,9.46,706,17,10
16922,2025-02,CUST02918,PROD017,R09,2265,15,1,0,323.98,33.36,2918,17,9
16923,2025-02,CUST03315,PROD012,R09,5699,22,1,1,846.61,254.18,3315,12,9
16924,2025-02,CUST04613,PROD022,R05,866,17,1,1,147.73,16.2,4613,22,5
16925,2025-02,CUST00428,PROD006,R11,5191,23,1,1,444.6,234.66,428,6,11
16926,2025-02,CUST03490,PROD016,R10,2753,14,1,1,33.33,61.67,3490,16,10
16927,2025-02,CUST04144,PROD024,R12,5620,24,1,1,586.73,23.8,4144,24,12
16928,2025-02,CUST01510,PROD011,R04,7641,9,1,1,1070.79,13.35,1510,11,4
16929,2025-02,CUST03148,PROD011,R11,1509,23,0,1,271.17,19.95,3148,11,11
16930,2025-02,CUST04537,PROD017,R05,7519,8,1,1,933.83,186.19,4537,17,5
16931,2025-02,CUST03851,PROD013,R12,842,7,1,1,16.54,14.78,3851,13,12
16932,2025-02,CUST03910,PROD011,R08,541,24,1,0,48.89,7.09,3910,11,8
16933,2025-02,CUST02330,PROD023,R10,6632,14,1,1,637.5,50.71,2330,23,10
16934,2025-02,CUST00723,PROD009,R08,628,12,1,1,64.8,29.9,723,9,8
16935,2025-02,CUST01360,PROD014,R04,2841,4,1,1,517.48,59.17,1360,14,4
16936,2025-02,CUST00008,PROD006,R04,7523,12,1,1,280.0,66.87,8,6,4
16937,2025-02,CUST01517,PROD025,R11,8651,23,1,1,712.73,315.21,1517,25,11
16938,2025-02,CUST04331,PROD021,R01,7120,20,1,1,209.84,43.12,4331,21,1
16939,2025-02,CUST02363,PROD025,R02,2881,7,0,0,236.72,121.52,2363,25,2
16940,2025-02,CUST03658,PROD017,R12,2376,9,1,1,447.78,58.13,3658,17,12
16941,2025-02,CUST00768,PROD007,R03,830,17,1,1,51.51,25.54,768,7,3
16942,2025-02,CUST03264,PROD010,R07,2020,9,1,1,67.28,52.77,3264,10,7
16943,2025-02,CUST01472,PROD007,R02,4350,11,1,1,515.43,150.41,1472,7,2
16944,2025-02,CUST03000,PROD023,R08,2529,16,1,1,163.85,60.83,3000,23,8
16945,2025-02,CUST02617,PROD008,R03,4524,7,1,1,297.85,61.36,2617,8,3
16946,2025-02,CUST01344,PROD014,R03,12428,16,1,1,1099.07,277.86,1344,14,3
16947,2025-02,CUST00503,PROD021,R09,1677,20,1,1,213.51,50.73,503,21,9
16948,2025-02,CUST00631,PROD020,R02,1263,14,1,0,66.06,13.0,631,20,2
16949,2025-02,CUST01242,PROD025,R02,1744,19,0,1,205.54,56.52,1242,25,2
16950,2025-02,CUST04911,PROD010,R05,4889,19,1,1,800.08,163.94,4911,10,5
16951,2025-02,CUST01913,PROD025,R07,521,5,1,1,84.63,24.85,1913,25,7
16952,2025-02,CUST02622,PROD022,R09,365,18,1,1,61.21,9.28,2622,22,9
16953,2025-02,CUST02220,PROD004,R05,7307,5,1,1,1194.68,150.53,2220,4,5
16954,2025-02,CUST03195,PROD025,R08,2685,11,1,1,15.98,96.86,3195,25,8
16955,2025-02,CUST02893,PROD002,R05,2815,12,1,1,327.1,99.5,2893,2,5
16956,2025-02,CUST04800,PROD011,R03,2199,9,1,1,212.56,76.2,4800,11,3
16957,2025-02,CUST01392,PROD015,R10,1533,23,1,1,296.91,5.19,1392,15,10
16958,2025-02,CUST02836,PROD015,R06,6233,15,1,1,612.46,204.77,2836,15,6
16959,2025-02,CUST04998,PROD014,R10,4336,6,1,1,699.01,191.81,4998,14,10
16960,2025-02,CUST02129,PROD020,R11,1804,6,1,1,95.44,77.99,2129,20,11
16961,2025-02,CUST03723,PROD014,R08,5990,15,1,1,28.77,16.84,3723,14,8
16962,2025-02,CUST01406,PROD005,R09,4374,1,1,1,453.66,58.95,1406,5,9
16963,2025-02,CUST00403,PROD025,R08,495,23,1,1,21.54,3.66,403,25,8
16964,2025-02,CUST00166,PROD007,R01,1061,7,0,1,107.84,21.1,166,7,1
16965,2025-02,CUST03667,PROD022,R05,1622,13,1,1,277.02,0.78,3667,22,5
16966,2025-02,CUST03882,PROD021,R12,7802,19,1,1,1412.49,281.2,3882,21,12
16967,2025-02,CUST02999,PROD009,R09,4947,1,1,1,270.17,65.26,2999,9,9
16968,2025-02,CUST03611,PROD015,R03,1697,2,1,1,16.33,64.91,3611,15,3
16969,2025-02,CUST04330,PROD014,R05,3616,9,1,1,358.47,36.64,4330,14,5
16970,2025-02,CUST03679,PROD023,R01,3759,6,1,1,373.88,120.6,3679,23,1
16971,2025-02,CUST02528,PROD024,R10,2042,17,1,1,374.53,12.09,2528,24,10
16972,2025-02,CUST01446,PROD009,R02,6588,10,0,1,1054.23,165.22,1446,9,2
16973,2025-02,CUST04834,PROD019,R04,21304,13,1,1,3411.77,92.46,4834,19,4
16974,2025-02,CUST01453,PROD005,R04,769,14,1,1,29.58,15.57,1453,5,4
16975,2025-02,CUST00917,PROD001,R11,12436,14,1,0,2152.05,586.63,917,1,11
16976,2025-02,CUST02496,PROD006,R08,24145,11,1,1,4238.74,657.21,2496,6,8
16977,2025-02,CUST00797,PROD018,R07,6705,9,1,1,442.5,86.06,797,18,7
16978,2025-02,CUST00593,PROD004,R10,2061,8,1,1,247.3,76.83,593,4,10
16979,2025-02,CUST03033,PROD024,R08,712,23,1,1,32.41,25.12,3033,24,8
16980,2025-02,CUST03815,PROD020,R09,2863,22,1,1,140.51,114.48,3815,20,9
16981,2025-02,CUST00647,PROD005,R06,3332,17,1,1,498.11,161.84,647,5,6
16982,2025-02,CUST01959,PROD025,R04,732,10,1,1,20.6,29.07,1959,25,4
16983,2025-02,CUST03893,PROD022,R12,1119,8,1,1,159.1,24.29,3893,22,12
16984,2025-02,CUST00873,PROD008,R11,19969,8,0,1,1543.92,887.86,873,8,11
16985,2025-02,CUST02150,PROD018,R04,5593,9,1,1,495.3,121.21,2150,18,4
16986,2025-02,CUST02690,PROD016,R07,8954,3,1,1,1583.69,82.59,2690,16,7
16987,2025-02,CUST02757,PROD003,R10,6819,11,1,1,814.35,295.89,2757,3,10
16988,2025-02,CUST00362,PROD024,R02,13742,18,1,1,2599.5,353.24,362,24,2
16989,2025-02,CUST01788,PROD010,R06,5945,10,1,1,84.33,76.58,1788,10,6
16990,2025-02,CUST02666,PROD006,R02,9797,24,1,1,409.62,229.25,2666,6,2
16991,2025-02,CUST04328,PROD001,R12,322,7,1,0,51.13,7.03,4328,1,12
16992,2025-02,CUST03538,PROD008,R04,2538,2,1,1,150.66,88.94,3538,8,4
16993,2025-02,CUST00516,PROD001,R03,15460,5,1,1,2514.3,304.56,516,1,3
16994,2025-02,CUST03418,PROD010,R05,3909,10,1,1,329.13,169.05,3418,10,5
16995,2025-02,CUST02591,PROD013,R03,13638,4,1,1,375.51,102.7,2591,13,3
16996,2025-02,CUST03839,PROD005,R07,1284,17,1,1,83.11,36.74,3839,5,7
16997,2025-02,CUST00330,PROD005,R02,671,18,1,1,19.73,27.38,330,5,2
16998,2025-02,CUST04481,PROD004,R03,3188,12,1,1,144.07,19.73,4481,4,3
16999,2025-02,CUST04282,PROD010,R07,957,14,1,1,155.1,3.24,4282,10,7
17000,2025-02,CUST02677,PROD001,R03,6744,6,1,1,906.43,127.46,2677,1,3
17001,2025-02,CUST01538,PROD019,R02,1186,19,1,1,28.58,32.89,1538,19,2
17002,2025-02,CUST01896,PROD016,R10,8186,5,1,1,1612.09,246.69,1896,16,10
17003,2025-02,CUST04360,PROD020,R01,1405,8,1,1,241.7,9.92,4360,20,1
17004,2025-02,CUST00501,PROD021,R08,668,24,1,0,91.51,13.43,501,21,8
17005,2025-02,CUST02427,PROD001,R08,18984,2,1,1,670.96,863.72,2427,1,8
17006,2025-02,CUST04301,PROD006,R11,7332,14,1,1,211.48,20.82,4301,6,11
17007,2025-02,CUST01249,PROD007,R11,3700,6,1,0,291.29,120.76,1249,7,11
17008,2025-02,CUST04689,PROD009,R09,14656,21,1,1,2726.01,238.71,4689,9,9
17009,2025-02,CUST02226,PROD024,R10,4946,9,1,1,660.67,89.54,2226,24,10
17010,2025-02,CUST00800,PROD012,R12,8218,4,0,1,463.47,219.85,800,12,12
17011,2025-02,CUST04241,PROD022,R12,17185,16,1,1,2370.15,167.29,4241,22,12
17012,2025-02,CUST01500,PROD017,R09,7369,18,1,1,1007.25,364.73,1500,17,9
17013,2025-02,CUST00805,PROD003,R10,2362,15,1,1,258.94,6.52,805,3,10
17014,2025-02,CUST01301,PROD006,R06,1905,6,1,1,305.36,84.25,1301,6,6
17015,2025-02,CUST00939,PROD013,R07,1394,24,1,1,121.51,29.12,939,13,7
17016,2025-02,CUST03666,PROD005,R12,2224,21,1,0,85.04,88.14,3666,5,12
17017,2025-02,CUST00677,PROD002,R09,2498,12,1,1,40.47,87.4,677,2,9
17018,2025-02,CUST02443,PROD019,R02,16010,14,1,1,53.44,216.72,2443,19,2
17019,2025-02,CUST02185,PROD003,R07,2851,15,0,1,252.37,92.21,2185,3,7
17020,2025-02,CUST02029,PROD001,R01,529,9,1,1,0.27,8.9,2029,1,1
17021,2025-02,CUST01595,PROD007,R01,5678,5,1,0,591.9,273.85,1595,7,1
17022,2025-02,CUST00003,PROD012,R12,5416,5,1,1,672.56,202.36,3,12,12
17023,2025-02,CUST01102,PROD002,R02,5621,20,1,1,90.75,44.19,1102,2,2
17024,2025-02,CUST02229,PROD006,R02,2178,5,1,1,349.83,104.57,2229,6,2
17025,2025-02,CUST02813,PROD021,R09,8875,11,1,1,978.41,294.54,2813,21,9
17026,2025-02,CUST00367,PROD007,R01,1348,15,1,1,21.37,22.35,367,7,1
17027,2025-02,CUST03226,PROD007,R11,6951,10,1,1,830.66,85.78,3226,7,11
17028,2025-02,CUST01082,PROD012,R01,1195,14,1,1,60.01,30.07,1082,12,1
17029,2025-02,CUST04535,PROD015,R02,3333,13,0,0,235.72,9.54,4535,15,2
17030,2025-02,CUST02459,PROD004,R11,3185,5,1,1,344.7,63.39,2459,4,11
17031,2025-02,CUST04526,PROD008,R04,18182,17,1,1,1404.9,273.88,4526,8,4
17032,2025-02,CUST01568,PROD001,R02,2835,15,1,1,147.25,106.91,1568,1,2
17033,2025-02,CUST00313,PROD020,R10,2055,5,1,1,98.54,72.19,313,20,10
17034,2025-02,CUST03941,PROD002,R11,20511,15,1,1,1609.69,543.19,3941,2,11
17035,2025-02,CUST03858,PROD018,R07,18629,22,1,0,1058.07,771.72,3858,18,7
17036,2025-02,CUST00294,PROD007,R10,1171,13,1,1,231.29,2.73,294,7,10
17037,2025-02,CUST02741,PROD025,R09,1646,11,1,1,88.58,26.71,2741,25,9
17038,2025-02,CUST04772,PROD015,R11,1521,14,1,1,144.36,43.54,4772,15,11
17039,2025-02,CUST03457,PROD017,R11,2401,1,1,1,425.09,60.84,3457,17,11
17040,2025-02,CUST00419,PROD008,R04,1162,23,1,1,156.89,26.19,419,8,4
17041,2025-02,CUST03751,PROD020,R11,1853,8,1,0,24.87,61.01,3751,20,11
17042,2025-02,CUST02099,PROD003,R01,920,14,1,1,182.2,23.15,2099,3,1
17043,2025-02,CUST03539,PROD018,R03,1032,23,1,1,80.75,6.42,3539,18,3
17044,2025-02,CUST00156,PROD011,R11,2956,18,1,0,438.26,59.56,156,11,11
17045,2025-02,CUST02662,PROD014,R06,1558,4,0,1,237.18,56.88,2662,14,6
17046,2025-02,CUST00214,PROD022,R12,794,23,1,1,120.33,3.82,214,22,12
17047,2025-02,CUST03599,PROD021,R08,4537,20,1,1,581.94,126.16,3599,21,8
17048,2025-02,CUST02161,PROD004,R04,3724,1,1,1,410.25,150.91,2161,4,4
17049,2025-02,CUST01675,PROD024,R04,2243,7,1,1,230.13,1.59,1675,24,4
17050,2025-02,CUST04962,PROD012,R04,4086,12,1,1,121.11,142.59,4962,12,4
17051,2025-02,CUST00261,PROD016,R03,4972,20,1,1,850.01,87.79,261,16,3
17052,2025-02,CUST00290,PROD017,R09,5585,19,1,1,40.89,160.18,290,17,9
17053,2025-02,CUST02163,PROD002,R10,3734,5,1,1,44.45,12.25,2163,2,10
17054,2025-02,CUST01487,PROD013,R03,2157,14,1,1,9.86,61.98,1487,13,3
17055,2025-02,CUST03481,PROD024,R11,8308,2,1,1,1456.26,382.38,3481,24,11
17056,2025-02,CUST02879,PROD016,R06,1893,17,1,1,255.64,77.28,2879,16,6
17057,2025-02,CUST02958,PROD024,R09,1761,17,1,1,290.84,18.62,2958,24,9
17058,2025-02,CUST03637,PROD004,R12,5266,5,0,1,955.62,54.64,3637,4,12
17059,2025-02,CUST04547,PROD009,R09,2805,16,1,1,463.28,133.32,4547,9,9
17060,2025-02,CUST04734,PROD010,R01,16626,7,1,1,1055.89,364.45,4734,10,1
17061,2025-02,CUST02366,PROD021,R11,1279,5,1,1,83.86,2.86,2366,21,11
17062,2025-02,CUST04840,PROD004,R06,5374,3,1,1,600.36,88.96,4840,4,6
17063,2025-02,CUST01289,PROD016,R10,1981,13,1,1,262.94,73.96,1289,16,10
17064,2025-02,CUST04299,PROD007,R05,4867,11,1,1,101.78,93.33,4299,7,5
17065,2025-02,CUST03583,PROD018,R07,1510,17,1,1,117.75,34.56,3583,18,7
17066,2025-02,CUST04118,PROD015,R02,1568,9,1,1,164.78,75.7,4118,15,2
17067,2025-02,CUST03452,PROD001,R04,3544,7,1,1,317.29,52.55,3452,1,4
17068,2025-02,CUST01823,PROD002,R07,2798,22,1,1,108.05,68.39,1823,2,7
17069,2025-02,CUST01860,PROD017,R09,2751,21,0,1,283.39,13.67,1860,17,9
17070,2025-02,CUST03272,PROD004,R08,2005,19,1,1,174.04,52.97,3272,4,8
17071,2025-02,CUST04431,PROD010,R01,1302,19,1,1,154.22,35.19,4431,10,1
17072,2025-02,CUST01876,PROD021,R09,1886,24,1,1,11.91,13.41,1876,21,9
17073,2025-02,CUST00995,PROD011,R03,3263,1,1,1,620.73,120.43,995,11,3
17074,2025-02,CUST00296,PROD009,R06,2871,9,1,0,450.26,65.03,296,9,6
17075,2025-02,CUST00274,PROD005,R01,18471,18,1,1,862.32,377.63,274,5,1
17076,2025-02,CUST01808,PROD012,R08,879,17,1,1,65.3,24.24,1808,12,8
17077,2025-02,CUST02061,PROD003,R01,2233,23,1,0,398.32,85.92,2061,3,1
17078,2025-02,CUST00654,PROD021,R05,3918,21,1,1,610.19,13.45,654,21,5
17079,2025-02,CUST01599,PROD008,R02,2781,14,1,1,538.92,24.29,1599,8,2
17080,2025-02,CUST04698,PROD004,R02,7198,8,1,1,1100.47,330.81,4698,4,2
17081,2025-02,CUST03027,PROD021,R08,1037,18,1,1,188.97,14.82,3027,21,8
17082,2025-02,CUST00312,PROD025,R02,7304,23,1,1,1403.88,155.4,312,25,2
17083,2025-02,CUST02106,PROD016,R12,6667,20,0,1,1090.38,81.92,2106,16,12
17084,2025-02,CUST02605,PROD006,R06,2750,2,1,1,174.92,92.62,2605,6,6
17085,2025-02,CUST00719,PROD006,R02,366,19,1,1,1.44,3.28,719,6,2
17086,2025-02,CUST00867,PROD012,R05,24465,17,0,1,2748.26,158.73,867,12,5
17087,2025-02,CUST03677,PROD017,R12,1725,6,1,1,47.28,85.68,3677,17,12
17088,2025-02,CUST01073,PROD016,R07,1058,16,1,1,107.01,14.39,1073,16,7
17089,2025-02,CUST00149,PROD020,R09,1939,17,1,1,46.27,25.34,149,20,9
17090,2025-02,CUST01842,PROD008,R02,7976,12,1,1,1110.07,70.53,1842,8,2
17091,2025-02,CUST04776,PROD011,R04,6401,7,1,1,793.65,278.77,4776,11,4
17092,2025-02,CUST01336,PROD003,R10,7104,19,1,1,7.1,230.33,1336,3,10
17093,2025-02,CUST01931,PROD012,R09,1517,18,1,1,193.19,71.7,1931,12,9
17094,2025-02,CUST03571,PROD009,R08,7466,23,1,0,978.07,32.12,3571,9,8
